state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Georgia,,"Planning for Healthy Babies (P4HB) (Other Prepaid Health Plan (PHP) (limited benefits))",Amerigroup,Statewide,"10,556",0,"10,556",2018,"Anthem Insurance Companies, Inc."
Georgia,,"Planning for Healthy Babies (P4HB) (Other Prepaid Health Plan (PHP) (limited benefits))","CareSource- Georgia",Statewide,"7,458",0,"7,458",2018,CareSource
Georgia,,"Planning for Healthy Babies (P4HB) (Other Prepaid Health Plan (PHP) (limited benefits))","Peach State Health Plan",Statewide,"10,734",0,"10,734",2018,"Centene Corporation"
Georgia,,"Planning for Healthy Babies (P4HB) (Other Prepaid Health Plan (PHP) (limited benefits))","WellCare of Georgia",Statewide,"10,698",0,"10,698",2018,WellCare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","AlohaCare QUEST",Statewide,"62,174",34,"62,208",2018,AlohaCare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Hawaii Medical Service Association (HMSA) QUEST",Statewide,"157,990",97,"158,087",2018,HMSA
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Kaiser Permanente QUEST","Oahu and Maui","29,268",20,"29,288",2018,"Kaiser Permanente"
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Ohana Health Plan QUEST",Statewide,"22,235",40,"22,275",2018,WellCare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan QUEST",Statewide,"27,666",33,"27,699",2018,UnitedHealthcare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","AlohaCare ABD",Statewide,"2,712","2,958","5,670",2018,AlohaCare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","HMSA ABD",Statewide,"4,386","4,575","8,961",2018,HMSA
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Kaiser ABD","Oahu and Maui",774,"1,030","1,804",2018,"Kaiser Permanente"
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Ohana ABD",Statewide,"6,418","10,864","17,282",2018,WellCare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","UnitedHealth ABD",Statewide,"5,724","14,945","20,669",2018,UnitedHealthcare
Hawaii6," Beneficiaries can concurrently enroll in Ohana Community Care Service and another medical or dental plan under the Quest program. The de-duplicated comprehensive MCO enrollment is 351,685.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Ohana Community Care Service (BHS)",Statewide,"4,470",0,"4,470",2018,WellCare
Idaho,,"Medicare/Medicaid Coordinated Plan (Comprehensive MCO + MLTSS)","Medicare/Medicaid Coordinated Plan","Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, and Twin Falls Counties. Blue Cross of Idaho administers the MMCP in additional Idaho counties, including Boise, Boundary, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Madison, Minidoka, Owyhee, Payette, and Power Counties.",0,"3,799","3,799",2018,"Molina Healthcare"
Idaho,,"Healthy Connections (Primary Care Case Management (PCCM))","Healthy Connections",Statewide,"235,469","19,322","254,791",2018,"Healthy Connections"
Idaho,,"Idaho Behavioral Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Idaho Behavioral Health Plan",Statewide,"245,815","23,425","269,240",2018,UnitedHealthcare
Idaho,,"Idaho Smiles (Dental only (PAHP))","Idaho Smiles",Statewide,"245,739","27,240","272,979",2018,"Managed Care of North America (MCNA), Inc."
Idaho,,"Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)","Non-Emergency Medical Transportation",Statewide,"245,739","27,240","272,979",2018,"Medical Transportation Management, Inc."
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Blue Cross Blue Shield of Illinois",Statewide,"414,925",0,"414,925",2018,"Health Care Service Corporation"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)",CountyCare,"Cook County","321,345",0,"321,345",2018,"Cook County Health and Hospitals System"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","IlliniCare Health Plan",Statewide,"317,402",0,"317,402",2018,"Centene Corporation"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Meridian Health Plan",Statewide,"572,164",0,"572,164",2018,WellCare
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Molina Healthcare of Illinois",Statewide,"212,613",0,"212,613",2018,"Molina Healthcare"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","NextLevel Health Partners","Cook County","56,702",0,"56,702",2018,"NextLevel Health Partners"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Harmony Health Plan",Statewide,"250,609",0,"250,609",2018,WellCare
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Blue Cross Blue Shield of Illinois","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"9,878","9,878",2018,"Health Care Service Corporation"
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))",CountyCare,"Cook County",0,"5,355","5,355",2018,"Cook County Health and Hospitals System"
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Harmony Health Plan","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"1,180","1,180",2018,WellCare
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","IlliniCare Health Plan","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"7,012","7,012",2018,"Centene Corporation"
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Meridian Health Plan","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"6,849","6,849",2018,WellCare
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Molina Healthcare of Illinois","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,579,579,2018,"Molina Healthcare"
Illinois,,"HealthChoice Illinois - Managed Long-Term Services and Supports (MLTSS only (PIHP and/or PAHP))","NextLevel Health Partners","Cook County",0,290,290,2018,"NextLevel Health Partners"
Indiana,,"Hoosier Care Connect (Comprehensive MCO)",Anthem,Statewide,"56,491",302,"56,793",2018,"Anthem Insurance Companies, Inc."
Indiana,,"Hoosier Care Connect (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"34,059",138,"34,197",2018,"Cenete Corporation"
Indiana,,"Hoosier Healthwise (Comprehensive MCO)",Anthem,Statewide,"207,717",1,"207,718",2018,"Anthem Insurance Companies, Inc."
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","Caresource Indiana, Inc",Statewide,"61,413",1,"61,414",2018,CareSource
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"150,441",2,"150,443",2018,"Centene Corporation"
Indiana,,"Hoosier Healthwise (Comprehensive MCO)",MDWise,Statewide,"213,253",0,"213,253",2018,"McLaren Health Plan"
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)",Anthem,Statewide,"174,341","1,680","176,021",2018,"Anthem Insurance Companies, Inc."
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)","Caresource Indiana, Inc",Statewide,"44,850",216,"45,066",2018,CareSource
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"70,153",644,"70,797",2018,"Centene Corporation"
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)",MDWise,Statewide,"109,439",992,"110,431",2018,"McLaren Health Plan"
Indiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Franciscan Senior Health and Wellness","Lake and Johnson Counties, and the following zip codes: 46107, 46201, 46202, 46203, 46204, 46217, 46218, 46219, 46221, 46222, 46225, 46227, 46229, 46237, 46239, 46241, 46259",3,173,176,2018,PACE
Indiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Saint Joseph PACE","46506, 46514, 46516, 46517, 46526, 46530, 46536, 46544, 46545, 46552, 46554, 46556, 46561, 46574, 46601, 46613, 46614, 46615, 46616, 46617, 46619, 46628, 46635, 46637, 46563, 46573",6,110,116,2018,PACE
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)",UnitedHealthcare,Statewide,"344,032","40,156","384,188",2018,UnitedHealthcare
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)","Amerigroup of Iowa, Inc.",Statewide,"161,970","18,334","180,304",2018,"Amerigroup, Inc."
Iowa,,"Dental Wellness Plan (Dental only (PAHP))","Delta Dental of Iowa",Statewide,"169,173","38,695","207,868",2018,"Delta Dental"
Iowa,,"Dental Wellness Plan (Dental only (PAHP))","MCNA Dental Plans, Inc.",Statewide,"74,961","19,852","94,813",2018,"Managed Care of North America, Inc."
Iowa,,"NEMT (Non-Emergency Medical Transportation)","Access2Care, LLC",Statewide,"14,306","1,275","15,581",2018,"Mission Care Services, LLC"
Iowa,,"PACE (Program of All-inclusive Care for the Elderly (PACE))",PACE,"Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, and Warren Counties",25,409,434,2018,PACE
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","Amerigroup Kansas, Inc.",Statewide,"102,427","12,182","114,609",2018,"Anthem Insurance Companies, Inc."
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","Sunflower State Health Plan",Statewide,"104,857","13,655","118,512",2018,"Centene Corporation"
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","United HealthCare Community Plan of Kansas",Statewide,"111,705","12,857","124,562",2018,UnitedHealthcare
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Via Christi","Sedgwick County",225,0,225,2018,PACE
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Midland Care","Douglas, Jackson, Jefferson, Leavenworth, Lyon, Marshall, Nemaha, Osage, Shawnee, Pottawatomie, Wabaunsee and Wyandotte Counties",264,0,264,2018,PACE
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Bluestem Pace, Inc.","McPherson, Ottawa, Lincoln, Ellsworth, Saline, Dickinson, Rice, Marion, Reno and Harvey Counties",53,0,53,2018,PACE
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Aetna Better Health of Kentucky",Statewide,"208,336","15,540","223,876",2018,Aetna
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Anthem Blue Cross Blue Shield Medicaid",Statewide,"126,166","3,591","129,757",2018,"Anthem BCBS"
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)",Humana-Caresource,Statewide,"143,126","4,728","147,854",2018,Humana
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Passport Health Plan",Statewide,"301,394","10,322","311,716",2018,"Passport Health Plan"
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","WellCare of Kentucky",Statewide,"424,585","21,737","446,322",2018,WellCare
Kentucky,,"Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)","NEMT - Human Services Transportation Delivery",Statewide,"1,232,903",0,"1,232,903",2018,"NEMT - Human Services Transportation Delivery"
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Aetna Better Health",Statewide,"96,417",97,"96,514",2018,Aetna
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","AmeriHealth Caritas of Louisiana",Statewide,"189,098",109,"189,207",2018,AmeriHealth
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Healthy Blue",Statewide,"233,157",105,"233,262",2018,"Anthem Insurance Companies, Inc."
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Louisiana Healthcare Connections",Statewide,"450,896",191,"451,087",2018,"Centene Corporation"
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","UnitedHealthcare Community Plan",Statewide,"414,548",166,"414,714",2018,UnitedHealthcare
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Aetna Better Health",Statewide,"1,957","19,019","20,976",2018,Aetna
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","AmeriHealth Caritas of Louisiana",Statewide,"2,025","18,576","20,601",2018,AmeriHealth
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Healthy Blue",Statewide,"2,325","19,355","21,680",2018,"Anthem Insurance Companies, Inc."
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Louisiana Healthcare Connections",Statewide,"2,902","22,876","25,778",2018,"Centene Corporation"
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","UnitedHealthcare Community Plan",Statewide,"3,132","23,408","26,540",2018,UnitedHealthcare
Louisiana,,"Coordinated System of Care (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",Magellan,Statewide,"2,532",0,"2,532",2018,"Magellan Health"
Louisiana,,"Dental Benefit Management Program (Dental only (PAHP))","MCNA of Louisiana",Statewide,"1,398,468","104,724","1,503,192",2018,"Managed Care of North America (MCNA), Inc."
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Baton Rouge","70704, 70710, 70714,70719, 70720,70722, 70729, 70736, 70739, 70748, 70767, 70770, 70775, 70777, 70791, 70801, 70802, 70803, 70804, 70805, 70806, 70807, 70808, 70809, 70810, 70811, 70812, 70813, 70814, 70815, 70816, 70817, 70818, 70819, 70820, 70821, 70822, 70823, 70825, 70826, 70827, 70831, 70833, 70835, 70836, 70837, 70873, 70874, 70879, 70883, 70884, 70891, 70892, 70893, 70894, 70895, 70896, 70898",0,196,196,2018,PACE
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Greater New Orleans","70112, 70113, 70114, 70115, 70116, 70117, 70118, 70119, 70122, 70124, 70125, 70126, 70127, 70128, 70129, 70130, 70131, 70032, 70043, 70001, 70002, 70003, 70005, 70006, 70053, 70121",13,170,183,2018,PACE
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))",Lafayette,"70501, 70503, 70506, 70507, 70508, 70517, 70518, 70520, 70529, 70578, 70583, 70584, 70592",2,77,79,2018,PACE
Maine,,"MaineCare (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,"141,777",0,"141,777",2018,MaineCare
Maine,,"NET (Non-Emergency Medical Transportation)",Logisticare,"Regions 1, 2, 6, 7, and 8","109,632","30,586","140,218",2018,"MaineCare NET"
Maine,,"NET (Non-Emergency Medical Transportation)","MidCoast Connector","Region 5","19,559","4,917","24,476",2018,"MaineCare NET"
Maine,,"NET (Non-Emergency Medical Transportation)","Penquis CAP","Regions 3 and 4","53,683","15,950","69,633",2018,"MaineCare NET"
Maryland,,"HealthChoice (Comprehensive MCO)","Amerigroup Community Care",Statewide,"276,054",0,"276,054",2018,"Anthem Insurance Companies, Inc."
Maryland,,"HealthChoice (Comprehensive MCO)","Aetna Better Health of Maryland",Statewide,"7,203",0,"7,203",2018,Aetna
Maryland,,"HealthChoice (Comprehensive MCO)","Jai Medical Systems","Baltimore City, Anne Arundel and Baltimore Counties","25,998",0,"25,998",2018,"Jai Medical Systems"
Maryland,,"HealthChoice (Comprehensive MCO)","Kaiser Permanete","Anne Arundel, Baltimore, Calver, Charles, Harford, Howard, Montgomery, and Prince George's Counties","63,724",0,"63,724",2018,"Kaiser Permanete of the Mid Atlantic States"
Maryland,,"HealthChoice (Comprehensive MCO)","Maryland Physician's Care",Statewide,"213,677",0,"213,677",2018,"Maryland Care Inc"
Maryland,,"HealthChoice (Comprehensive MCO)",MedStar,"Baltimore City, Anne Arundel, Baltimore, Charles, Harford, Montgomery, Prince George's, and St. Mary's Counties","90,488",0,"90,488",2018,MedStar
Maryland,,"HealthChoice (Comprehensive MCO)","Priority Partners",Statewide,"297,179",0,"297,179",2018,"Johns Hopkins Health Care"
Maryland,,"HealthChoice (Comprehensive MCO)","United HealthCare","Baltimore City, Anne Arundel, Baltimore, Carroll, Cecil, Charles, Harford, Howard, Montgomery, Prince George's, and St. Mary's Counties","149,565",0,"149,565",2018,UnitedHealthcare
Maryland,,"HealthChoice (Comprehensive MCO)","University of Maryland Health Partners","Statewide except for Allegany, Garrett and Washington Counties","45,715",0,"45,715",2018,"University of Maryland Medical Systems"
Maryland,,"Hopkins Elder Plus (Program of All-inclusive Care for the Elderly (PACE))","Hopkins Elder Plus","21052, 21202, 21205, 21206, 21213, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237",12,93,105,2018,"Johns Hopkins"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Tufts Health Plan","Statewide (excluding islands)","105,265",0,"105,265",2018,"Tufts Health Plan"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Boston Medical Center Health Plan",Statewide,"72,409",0,"72,409",2018,"Boston Medical System"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Atrius Health in partnership with Tufts Health Public Plans (THPP)","Attleboro, Beverly, Boston, Brockton, Falmouth, Framingham. Gardner, Fitchburg, Lawrence, Lowell, Lynn, Malden, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","31,788",0,"31,788",2018,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Beth Israel Deaconess Care Organization (BIDCO) in partnership with Tufts Health Public Plans (THPP)","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","33,629",0,"33,629",2018,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Children’s Health ACO in partnership with Tufts Health Public Plans (THPP)","Attleboro, Barnstable, Beverly, Boston, Brockton, Fall River, Falmouth, Framingham, Haverhill, Holyoke, Lawrence, Lowell, Lynn, Malden, New Bedford, Northampton, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham,Westfield, Woburn, Worcester","83,442",0,"83,442",2018,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Cambridge Health Alliance (CHA) in partnership with Tufts Health Public Plans (THPP)","Boston, Lynn, Malden, Revere, Somerville, Waltham, Woburn","26,068",0,"26,068",2018,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Merrimack Valley ACO in partnership with AllWays Health Partners","Haverhill, Lawrence, Lowell","31,865",0,"31,865",2018,"Allways Health Partners"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Accountable Care Organization in partnership with BMC HealthNet Plan","Attleboro, Boston, Brockton, Fall River, Falmouth, Greenfield, Holyoke, Lynn, Malden, New Bedford, Northampton, Plymouth, Quincy, Revere, Somerville, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn","107,081",0,"107,081",2018,"Boston Medical Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Mercy Medical Center in partnership with BMC HealthNet Plan","Holyoke, Northampton, Springfield, Westfield","28,148",0,"28,148",2018,"Boston Medical Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Signature Healthcare in partnership with BMC HealthNet Plan","Brockton, Plymouth, Quincy, Taunton","17,924",0,"17,924",2018,"Boston Medical Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Southcoast Health in partnership with BMC HealthNet Plan","Attleboro, Fall River, Falmouth, New Bedford, Plymouth, Taunton, Wareham","16,044",0,"16,044",2018,"Boston Medical Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Health Collaborative of the Berkshires in partnership with Fallon Health","Adams, Pittsfield","15,461",0,"15,461",2018,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Reliant Medical Group in partnership with Fallon Health","Gardner-Fitchburg, Framingham, Southbridge, Worcester","30,168",0,"30,168",2018,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Wellforce in partnership with Fallon Health","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lawrence, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","52,821",0,"52,821",2018,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Baystate Health Care Alliance in partnership with Health New England","Holyoke, Northampton, Springfield, Westfield","37,474",0,"37,474",2018,"Health New England"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Community Care Cooperative",Statewide,"112,875",0,"112,875",2018,"Community Care Health Plan (WI)"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Partners HealthCare Choice",Statewide,"105,032",0,"105,032",2018,"Partners HealthCare Choice"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Steward Health Choice",Statewide,"121,443",0,"121,443",2018,"Steward Health Choice"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Boston Medical Center Healthnet Plan","Suffolk County",139,705,844,2018,"Boston Medical Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Commonwealth Care Alliance","01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01354, 01301, 01302, 01039, 01346, 01347, 01054, 01349, 01350, 01351, 01360, 01367, 01369, 01370, 01072, 01373, 01375, 01376, 01379, 01380, 01093, 02322, 02157, 02457, 02184, 02185, 02146, 02445, 02446, 02147, 02447, 02021, 02467, 02025, 02026, 02027, 02030, 02032, 02035, 02343, 02052, 02053, 02054, 02186, 02187, 02192, 02194, 02492, 02494, 02056, 02171, 02062, 02762, 02169, 02170, 02171, 02269, 02368, 02067, 02070, 02071, 02072, 02081, 02181, 02481, 02482, 02090, 02188, 02189, 02190, 02191, 02170, 02093, 02351, 02020, 02324, 02301, 02302, 02303, 02304, 02305, 02327, 02330, 02332, 02333, 02338, 02339, 02341, 02018, 02043, 02044, 02045, 02364, 02050, 02065, 02346, 02061, 02355, 02059, 02358, 02558, 02359, 02360, 02362, 02367, 02770, 02370, 02040, 02055, 02060, 02066, 02379, 02382",696,"9,251","9,947",2018,"Commonwealth Care Alliance"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Navicare HMO","Barnstable, Brisol, Essex, Franklin, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",436,"6,270","6,706",2018,"Fallon Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Senior Whole Health","Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties","1,321","13,465","14,786",2018,"Magellan Health"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Tufts Health Plan","Barnstable, Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",633,"4,081","4,714",2018,"Tufts Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","United Healthcare","Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk and Worcester Counties","1,838","17,629","19,467",2018,UnitedHealthcare
Massachusetts,,"Primary Care Clinician Program (PCC Plan) (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,"119,512",0,"119,512",2018,"Multiple Primary Care Provider (PCCM)"
Massachusetts,,"MassHealth BH/SUD PIHP (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Massachusetts Behavioral Health Partnership",Statewide,"528,106",0,"528,106",2018,Beacon
Massachusetts,,"Money Follows the Person- Behavioral Health Supports (MFP-BH) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Money Follows the Person- Behavioral Health Supports (MFP-BH)",Statewide,0,0,0,2018,"Money Follows the Person- Behavioral Health Supports (MFP-BH)"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Cambridge Health Alliance","Middlesex and Suffolk Counties",32,396,428,2018,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Upham's Elder Service Plan","02108, 02445",30,246,276,2018,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Harbor Health","02108, 02445, 02021, 02026 ,02048 ,02062 ,02067, 02072, 02169, 02184, 02186, 02188, 02301, 02322, 02324, 02333, 02334, 02338, 02339 ,02341 ,02343, 02351, 02359, 02367, 02368, 02370, 02379, 02382, 02458, 02766, 02767, 02780",13,462,475,2018,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fallon Health Summit Eldercare","01001, 01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106, 01521, 01034, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01005, 01037, 01068, 01083, 01331, 01331, 01366, 01368, 01420, 01430, 01431, 01432, 01440, 01441, 01450, 01451, 01452, 01453, 01460, 01462, 01463, 01464, 01468, 01469, 01475, 01501, 01503, 01504, 01505, 01506, 01507, 01510, 01515, 01516, 01519, 01520, 01523, 01524, 01527, 01529, 01531, 01532, 01534, 01535, 01540, 01541, 01543, 01545, 01550, 01562, 01564, 01566, 01568, 01569, 01570, 01571, 01581, 01583, 01585, 01590, 01601, 01612, 01719, 01720, 01730, 01740, 01741, 01742, 01747, 01749, 01752, 01756, 01757, 01772, 01151, 01845",46,"1,127","1,173",2018,"Fallon Health Plan"
