state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Davis Behavioral Health",Davis,21650,2049,23699,2016,
Maryland,,"HealthChoice (Comprehensive MCO)","Amerigroup Community Care","Statewide except Kent, Queen Anne's and Talbot counties.",268070,0,268070,2016,
Indiana,,"Hoosier Care Connect (Comprehensive MCO)",MDWise,Statewide,41109,764,41873,2016,
Wisconsin,,"Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Community Care Health Plan, Inc. – Community Care, Inc.","Counties: Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Washington, Waukesha, Waupaca",152,514,666,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Managed Care Plan Division (Comprehensive MCO)","McLaren Health Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygen, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent,  Lake, Lapeer, Leelanau, Livingston, Macomb, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford",186778,5284,192062,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Colusa",Colusa,4605,86,4691,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Sierra",Sierra,339,18,357,2016,
Oklahoma,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Cherokee Elder Care (CEC)","74464, 74427, 74451, 74471, 74444, 74452, 74441, 74465, 74352, 74364, 74368, 74359, 74423,  7440,3 74434, 74347, 74964, 74965, 74960, 74457, 74401, 74402, 74446, 74439",14,139,153,2016,
Colorado,,"Accountable Care Collaborative (Primary Care Case Management Entity (PCCM Entity))","RCCO 5: Colorado Access","Denver County",100158,3914,104072,2016,
Washington9,"In Washington, Health Homes provide services under contract with a comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,535,441. Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid dually eligible beneficiaries.","Apple Health (Program includes, AHAC, CHIP, HOFC, & HO) (Comprehensive MCO)",Molina,"Adams, Asotin, Benton, Chelan, Clallam, Clark,Columbia, Cowlitz, Douglas, Ferry, Franklin, Garfield, Grant,  Grays Harbor, Island, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, San Juan, Skagit, Skamania, Snohomish, Spokane, Stevens, Thurston, Wahkiakum, WalllaWalla, Whatcom, Whitman, Yakima.",551096,0,551096,2016,
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Total Senior Care","Allegany & Cattaraugus counties.",12,101,113,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","PACE (Program of All-inclusive Care for the Elderly (PACE))","Life Circles","Allegan, Muskegon, Ottawa",8,276,284,2016,
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE - Lafayette","70501, 70503, 70506, 70507, 70508, 70517, 70518, 70520, 70529, 70578, 70583, 70584, 70592",4,51,55,2016,
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/San Bernardino","San Bernardino",0,320,320,2016,
Minnesota,,"Preferred Integrated Network (PIN) (Comprehensive MCO + MLTSS)",Medica,"Dakota County",371,0,371,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","AIDS Healthcare Foundation DBA Positive Healthcare, Inc.","Regions 10 and 11",1067,832,1899,2016,
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)","Itasca Medical Care","Itasca County",2,193,195,2016,
"Puerto Rico",,"Medicare Platino (Comprehensive MCO)","Preferred Medicare Choice Inc.",Statewide,0,20607,20607,2016,
Pennsylvania,,"HealthChoices - Physical Health (Comprehensive MCO)","Health Partners of Philadelphia, Inc.",Southeast,236010,2384,238394,2016,
Missouri,,"Mo Healthnet Managed Care/1915b (Comprehensive MCO)","Aetna Better Health of Missouri Western","Bates, Cass, Cedar, Clay, Henry, Jackson, Johnson, Lafayette, Platte, Polk, Ray, St Clair, and Vernon",89291,0,89291,2016,
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","United HealthCare Community Plan of Kansas",Statewide,117893,12193,130086,2016,
Utah,,"Transportation (Non-Emergency Medical Transportation)","Logisticare Solutions",Statewide,223580,24015,247595,2016,
Arkansas3,"Arkansas is unable to report enrollment as of July 1, 2016. Enrollment figures represent cumulative enrollment for the state fiscal year (July 1,2015-June 30, 2016).","Non-Emergency Transportation (Non-Emergency Medical Transportation)","Net Transportation",Statewide,454828,57213,512041,2016,
California,,"Positive Healthcare/Los Angeles (Other Prepaid Health Plan (PHP) (limited benefits))","Multiple Primary Care Providers","Los Angeles",383,388,771,2016,
Colorado,,"Colorado Medicaid Community Behavioral Health Services Program (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Foothills Behavioral Health Partners","Boulder, Broomfield, Clear Creek, Gilpin and  Jefferson Counties",149152,9217,158369,2016,
Washington9,"In Washington, Health Homes provide services under contract with a comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,535,441. Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid dually eligible beneficiaries.","Healthy Options - Blind Disabled (Comprehensive MCO)",Molina,"Adams, Asotin, Benton, Chelan, Clallam, Clark, Columbia, Cowlitz, Douglas, Ferry, Franklin, Garfield, Grant, Grays Harbor, Island,  King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, San Juan, Skagit, Skamania, Snohomish, Spokane, Stevens, Thurston, Wahkiakum, WalllaWalla, Whatcom, Whitman, Yakima.",31004,0,31004,2016,
Texas,,"STAR (Comprehensive MCO)","Cook Children's Health Plan","Tarrant SDA",103656,0,103656,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Mono",Mono,1669,24,1693,2016,
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","San Francisco Health Plan","San Francisco",122685,9906,132591,2016,
"New Mexico",,"Centennial Care (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,69722,18548,88270,2016,
Idaho,,"Idaho Behavioral Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",IBHP,,240266,20752,261018,2016,
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Trilogy Health Insurance","Counties: Brown, Dodge, Green Lake, Kenosha, Marinette, Milwaukee, Oconto, Outagamie, Ozaukee, Racine, Shawano, Sheboygan, Washington, Waukesha, Waupaca, Waushara, Winnebago",7682,5,7687,2016,
"North Carolina",,"1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Partners Behavioral Health Manag","Counties: Burke, Catawba, Cleveland, Gaston, Iredell, Lincoln, Surry, Yadkin",134061,18994,153055,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)","NYS Catholic Health Plan/Fidelis","New York City & 57 counties.",1170307,0,1170307,2016,
Illinois,,"Family Health Plan/Affordable Care Act (FHP/ACA) (Comprehensive MCO + MLTSS)","NextLevel Health Partners","Cook County",28838,0,28838,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Children's Medical Services Network",Statewide,51855,132,51987,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","MI Choice (MLTSS only (PIHP and/or PAHP))","Area Agency on Aging of West Michigan","Allegan, Ionia, Kent, Lake, Mason, Mecosta, Montcalm, Newaygo, Osceola",45,774,819,2016,
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles",0,6889,6889,2016,
Oregon,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","PACE (Program of All-inclusive Care for the Elderly (PACE))","Providence Elder Place","Multnomah, Washington, Clatsop and Tillamook Counties",57,1099,1156,2016,
Wisconsin,,"SSI Managed Care (Comprehensive MCO)",Compcare,"Counties: Ashland, Chippewa, Douglas, Eau Claire, Grant, Green, Iowa, Juneau, Lafayette, Lincoln, Marathon, Price, Richland, Vernon, Washburn",279,104,383,2016,
Missouri,,"Mo Healthnet Managed Care/1915b (Comprehensive MCO)","Home State Western","Bates, Cass, Cedar, Clay, Henry, Jackson, Johnson, Lafayette, Platte, Polk, Ray, St Clair, and Vernon",33110,0,33110,2016,
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Kings",Kings,25335,800,26135,2016,
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fallon Health Summit ElderCare","Hampden, Hampshire, Middlesex and Worcester Counties",40,1020,1060,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Senior LIFE Greensburg H-2937","Westmoreland County (majority)",1,163,164,2016,
"North Dakota",,"Health Management Program (Other Prepaid Health Plan (PHP) (limited benefits))","Health Management",Statewide,223,0,223,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))",Alphacare,"New York City & Westchester County.",719,2196,2915,2016,
"West Virginia",,"WV Mountain Health Trust (Comprehensive MCO)",UniCare,Statewide,132088,0,132088,2016,
"New Jersey",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Beacon of LIFE","07701, 07702, 07703, 07704. 07709, 07710, 07711, 07715, 07716, 07718, 07721, 07722, 07723, 07724, 07726, 07728, 07730, 07732, 07733, 07734, 07735, 07737, 07738, 07739, 07740, 07746, 07747, 07748, 07750, 07751, 07752, 07755, 07756, 07757, 07758, 07760, 07763, 07764, 07765, 07799, 08501, 08510, 08514, 08526, 08535, 08555, 08720",3,37,40,2016,
"New York",,"Medicaid Advantage (Comprehensive MCO)","HIP of Greater New York","New York City & Nassau, Westchester counties.",13,1,14,2016,
Texas,,"STAR+PLUS (Comprehensive MCO + MLTSS)","United Healthcare Texas","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, MRSA Northeast",113365,5311,118676,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","VieCare Armstrong H-6188","Armstrong County",2,30,32,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","VNS Choice","New York City & 27 counties.",1101,12910,14011,2016,
"South Carolina",,"South Carolina Managed Care Organizations (Comprehensive MCO)","BlueChoice Healthplan Medicaid",Statewide,86797,0,86797,2016,
"New Jersey",,"NJ FamilyCare (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,407571,40357,447928,2016,
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","MercyCare Insurance Company","Counties: Dane, Green, Jefferson, Rock, Walworth",14431,13,14444,2016,
Massachusetts,,"Money Follows the Person - Behavioral Supports (MFP-BH) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Money Follows the Person - Behavioral Supports (BFP-BH)",Statewide,26,247,273,2016,
Louisiana,,"Healthy Louisiana (MCO) (Comprehensive MCO)","Amerigroup Louisiana",Statewide,200086,0,200086,2016,
Hawaii4,"Beneficiaries can simultaneously enroll in Ohana Community Care Service and another medical or dental plan under the Quest program.  The de-duplicated comprehensive MCO enrollment is 354,289.","QUEST Integration (Comprehensive MCO)","UnitedHealth ABD",Statewide,8223,13376,21599,2016,
"New York",,"Medicaid Advantage Plus (Comprehensive MCO + MLTSS)","VNS Choice Plus","New York City & Nassau County.",0,108,108,2016,
Texas,,"STAR (Comprehensive MCO)","Amerigroup Texas, Inc.","Bexar SDA, Dallas SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Tarrant SDA",572123,0,572123,2016,
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Senior Total Life Care, Inc.","Serving the following zip codes in Cleveland, Gaston and Lincoln Counties:  28006, 28012, 28016, 28021, 28032, 28033, 28034, 28052, 28053, 28054, 28055, 28056, 28077, 28080, 28086, 28092, 28098, 28101, 28120, 28164, 28021, 28073, 28086, 28150, 28152, 28006, 28021, 28033, 28080, 28164",100,42,142,2016,
"Rhode Island",,"RIte Care (Comprehensive MCO)","Neighborhood Health Plan of RI",Statewide,102700,0,102700,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Tuolumne",Tuolumne,5980,157,6137,2016,
Wyoming,,"Care Management Entity for Emotionally Disturbed Children (Other Prepaid Health Plan (PHP) (limited benefits))","CME Statewide",Statewide,279,0,279,2016,
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Boston Medical Center HealthNet Plan","Suffolk County",5,41,46,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Lebanon County HealthChoices - PerformCare","Lebanon County",22282,2266,24548,2016,
Colorado,,"Accountable Care Collaborative (Primary Care Case Management Entity (PCCM Entity))","RCCO 1: Rocky Mountain Health Plans","Moffat, Routt, Jackson, Larimer, Grand, Rio Blanco, Garfield, Eagle, Summit, Mesa, Pitkin, Delta, Gunnison, Montrose, San Miguel, Ouray, Hinsdale, Dolores, San Juan, Montezuma, La Plata, and Archuleta.",127424,4672,132096,2016,
Oregon6,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","OHP - Oregon Health Plan (Comprehensive MCO)","InterCommunity Health Network","Benton, Lincoln, and Linn Counties",51350,2646,53996,2016,
Texas,,"STAR (Comprehensive MCO)","Blue Cross Blue Shield","Travis SDA",25949,0,25949,2016,
Minnesota,,"Prepaid Medical Assistance Plan Plus (PMAP+) (Comprehensive MCO + MLTSS)","South Country Health","Brown, Dodge, Freeborn, Kanabec, Morrison, Sibley, Steele, Todd, Wabasha, Wadena, and Waseca counties",27261,0,27261,2016,
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","United Healthcare Plan MLTSS","Apache, Coconino, La Paz, Maricopa, Mohave, Navajo, Pima, Santa Cruz, Yavapai, Yuma",1337,8677,10014,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Simply Healthcare Plans, Inc.","Region 11",73355,9856,83211,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","PACE (Program of All-inclusive Care for the Elderly (PACE))",CentraCare,"Calhoun, Kalamazoo",12,247,259,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Mono",Mono,957,13,970,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","MI Choice (MLTSS only (PIHP and/or PAHP))","Macomb-Oakland Regional Center (MORC)","Livingston, Macomb, Monroe, Oakland, Washtenaw",19,277,296,2016,
Colorado,,"Program of All-inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE","Pueblo County",23,254,277,2016,
Ohio,,"MyCare Ohio Opt-out (Comprehensive MCO + MLTSS)",Molina,"Central, Southwest, West Central Regions",0,7562,7562,2016,
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Center for Elders Independence/Alameda",Alameda,60,557,617,2016,
Wisconsin,,"Family Care (MLTSS only (PIHP and/or PAHP))","Western Wisconsin Cares","Counties: Buffalo, Clark, Jackson, La Crosse, Monroe, Pepin, Trempealeau, Vernon",589,3239,3828,2016,
Oregon6,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","OHP - Oregon Health Plan (Comprehensive MCO)","Cascade Health Alliance","Klamath (97731, 97733, 97737, 97739, 97425 excluded) County",15588,772,16360,2016,
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Valley Behavioral Health","Summit, Tooele",7532,633,8165,2016,
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)",Medica,statewide,6573,7380,13953,2016,
"New York",,"Health and Recovery Plans (Comprehensive MCO)","Affinity Health Plan","New York City & Nassau, Orange, Rockland, Suffolk, Weschester counties.",144,0,144,2016,
Wisconsin,,"SSI Managed Care (Comprehensive MCO)","Network Health Plan","Counties: Ashland,  Bayfield, Brown, Calumet, Chippewa, Clark, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake,  Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine,  Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",1667,815,2482,2016,
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Humboldt",Humboldt,46000,5838,51838,2016,
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Harbor Health Services","Middlesex, Norfolk and Suffolk Counties",11,449,460,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)","Amidacare Special Needs","New York City",6128,0,6128,2016,
Illinois,,"Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","IlliniCare Health Plan","Lake, Kane, DuPage, Cook, Will and Kankakee counties",0,46,46,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)",Wellcare,"New York City & Albany, Dutchess, Erie, Nassau, Niagara, Orange, Rensselaer, Rockland, Schenectady, Schuyler, Steuben, Ulster counties.",95350,0,95350,2016,
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Care 1st Healthplan/San Diego","San Diego",66572,11680,78252,2016,
Hawaii4,"Beneficiaries can simultaneously enroll in Ohana Community Care Service and another medical or dental plan under the Quest program.  The de-duplicated comprehensive MCO enrollment is 354,289.","QUEST Integration (Comprehensive MCO)","Ohana Community Care Service (BHS)",Statewide,5506,0,5506,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Chester County HealthCHoices - Community Care Behavioral Health Organization","Chester County",43591,4406,47997,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Healthy Michigan Plan (Comprehensive MCO)","Meridian Health Plan of Michigan, Inc.","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genessee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingtston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Orscommon, Saginaw,  St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne Wexford",143854,0,143854,2016,
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Tulare",Tulare,108421,2967,111388,2016,
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Catholic Health - Life","Erie County",10,212,222,2016,
Texas,,"STAR+PLUS (Comprehensive MCO + MLTSS)",Amerigroup,"Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, Travis SDA",132317,15165,147482,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Freedom Health, Inc.","Regions 3, 5, 6, 7, 8, 9, 10, and 11",0,110,110,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Icircle Care","Broome, Cayuga, Chemung, Chenango, Cortland, Genesee, Livingston, Madison, Monroe, Onondaga, Ontario, Orleans, Oswego, Otsego, Shuyler, Seneca, Steuben, Tioga, Tompkins, Wayne, Wyoming, & Yates counties.",65,1296,1361,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Senior LIFE Lehigh H-5978","Lehigh, Northampton, Berks Counties",11,231,242,2016,
"Puerto Rico",,"Government Health Plan (Comprehensive MCO)","Triple-S Salud Inc.","MetroNorth, West",395130,25037,420167,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)",Healthnow,"Allegany, Cattaraugus, Chautauqua, Erie, Orleans, & Wyoming counties.",24122,0,24122,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))",Elderplan,"New York City & Albany, Dutchess, Erie, Monroe, Nassau, Niagara, Orange, Putnam, Rockland, Schenectady, Suffolk, Sullivan, Ulster, Westchester counties.",846,10297,11143,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Berks County HealthChoices - Community Care Behavioral Health Organization","Berks County",75646,8312,83958,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)","Yourcare Health Plan","Albany, Cattaraugus, Chautauqua, Erie, Monroe, Ontario, & Wyoming counties.",45294,0,45294,2016,
Ohio,,"MyCare Ohio Opt-out (Comprehensive MCO + MLTSS)",Aetna,"Central, Northwest, Southwest Regions",0,9201,9201,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","LIFE-Pittsburgh H-3918","Allegheny County (partial)",31,548,579,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Senior Whole Health","New York City",647,4769,5416,2016,
Georgia,,"Planning for Healthy Babies (P4HB) (Other Prepaid Health Plan (PHP) (limited benefits))",Amerigroup,Statewide,2423,0,2423,2016,
"Rhode Island",,"PACE (Program of All-inclusive Care for the Elderly (PACE))",PACE,Statewide,30,247,277,2016,
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Tulare",Tulare,91544,3003,94547,2016,
Oregon6,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","OHP - Oregon Health Plan (Comprehensive MCO)","Western Oregon Advanced Health","Coos, Curry, and Douglas (97459 only) Counties",18292,1275,19567,2016,
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Group Health Cooperative Of South Central WI","County: Dane",5917,4,5921,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE of Southeast MI","Macomb, Oakland, Wayne",26,475,501,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Fayette County HealthChoices - Value Behavioral Health of Pennsylvania","Fayette County",33370,5127,38497,2016,
"Rhode Island",,"Rhody Health Options (Comprehensive MCO + MLTSS)","Neighborhood Health Plan",Statewide,566,21399,21965,2016,
"New York",,"Medicaid Advantage Plus (Comprehensive MCO + MLTSS)","Healthplus Advantage Plus","New York City",0,2,2,2016,
Texas,,"STAR (Comprehensive MCO)","Superior Health Plan","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Nueces SDA, Travis SDA",718296,0,718296,2016,
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)","Blue Plus",statewide,271,3367,3638,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","North Central State Option - Community Care Behavioral Health Organization","Bradford, Cameron, Centre, Clarion, Clearfield, Columbia, Elk, Forest, Huntingdon, Jefferson, Juniata, McKean, Mifflin, Montour, Northumberland, Potters, Schuylkill, Snyder, Sullivan, Tioga, Union, Warren & Wayne Counties",176016,25532,201548,2016,
"New Jersey",,"NJ FamilyCare (Comprehensive MCO + MLTSS)","UnitedHealthcare Dual Complete ONE","Atlantic, Bergen, Burlington, Essex, Hudson, Mercer, Monmouth, Morris, Ocean, Union counties",0,7879,7879,2016,
Delaware,,"Diamond State Health Plan (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,81665,7747,89412,2016,
Tennessee7,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,556,089","TennCare II (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (BlueCare)",Statewide,487642,53693,541335,2016,
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Mercy Care Plan","Maricopa, Pima",328377,19816,348193,2016,
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Sacramento",Sacramento,170803,6314,177117,2016,
"North Carolina",,"1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Vaya Health","Counties: Alexander, Alleghany, Ashe, Avery, Buncombe, Caldwell, Cherokee, Clay, Graham, Haywood, Henderson, Jackson, Macon, Madison, McDowell, Mitchell, Polk, Rutherford, Swain, Transylvania, Watauga, Wilkes, Yancey",142467,25382,167849,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Tuolumne",Tuolumne,4970,105,5075,2016,
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Four Corners Community Behavioral Health","Grand, Emery, Carbon",4833,689,5522,2016,
