state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Idaho,,"Idaho Medicaid Plus (Comprehensive MCO + MLTSS)","Molina of Idaho","Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, Twin Falls Counties",0,"2,550","2,550",2019,"Molina of Idaho"
Idaho,,"Idaho Medicaid Plus (Comprehensive MCO + MLTSS)","Blue Cross of Idaho","Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, Twin Falls Counties",0,"2,945","2,945",2019,"Blue Cross of Idaho"
Idaho,,"Medicare/Medicaid Coordinated Plan (Comprehensive MCO + MLTSS)","Blue Cross of Idaho","Ada, Bannock, Bingham, Boise, Bonner, Bonneville, Boundary, Canyon, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Kootenai, Madison, Minidoka, Nez Perce, Owyhee, Payette, Power, Twin Falls Counties",0,"5,092","5,092",2019,"Blue Cross of Idaho"
Idaho,,"Medicare/Medicaid Coordinated Plan (Comprehensive MCO + MLTSS)","Molina of Idaho","Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, Twin Falls Counties",0,"1,643","1,643",2019,"Molina of Idaho"
Idaho,,"Healthy Connections (Primary Care Case Management (PCCM))","Healthy Connections",Statewide,"235,153","12,371","247,524",2019,"Multiple Providers"
Idaho,,"Idaho Behavioral Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","United Healthcare/Optum Idaho",Statewide,"249,181","15,542","264,723",2019,"United Healthcare/Optum Idaho"
Idaho,,"Idaho Smiles (Dental only (PAHP))","MCNA (Managed Care of North America, Inc.)",Statewide,"261,411","27,744","289,155",2019,"MCNA (Managed Care of North America, Inc.)"
Idaho,,"Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)","MTM (Medical Transportation Management)",Statewide,"261,411","27,744","289,155",2019,"MTM (Medical Transportation Management)"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Blue Cross Blue Shield of Illinois",Statewide,"400,108",0,"400,108",2019,"Health Care Service Corporation"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)",CountyCare,"Cook County","316,688",0,"316,688",2019,"Cook County Health and Hospital Systems"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","IlliniCare Health Plan",Statewide,"350,347",0,"350,347",2019,"Centene Corporation"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Meridian Health Plan",Statewide,"791,026",0,"791,026",2019,"WellCare Health Plans, Inc."
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","Molina Healthcare of Illinois",Statewide,"216,913",0,"216,913",2019,"Molina Healthcare"
Illinois,,"HealthChoice Illinois (Comprehensive MCO + MLTSS)","NextLevel Health Partners","Cook County","47,529",0,"47,529",2019,"NextLevel Health Partners"
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Blue Cross Blue Shield of Illinois","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"15,399","15,399",2019,"Health Care Service Corporation"
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))",CountyCare,"Cook County",0,"6,192","6,192",2019,"Cook County Health and Hospitals System"
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","IlliniCare Health Plan","Cook, DuPage, Kane, Kankakee, Lake and Will Counties",0,"13,715","13,715",2019,"Centene Corporation"
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Meridian Health Plan","Cook, DuPage, Kane and Will Counties",0,"12,974","12,974",2019,"WellCare Health Plans, Inc."
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Molina Healthcare of Illinois","Champaign, Christian, DeWitt, Ford, Knox, Logan, Macon, McLean, Menard, Peoria, Piatt, Sangamon, Stark, Tazewell and Vermilion Counties",0,"3,451","3,451",2019,"Molina Healthcare"
Illinois,,"HealthChoice Illinois - Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","NextLevel Health Partners","Cook County",0,719,719,2019,"NextLevel Health Partners"
Indiana,,"Hoosier Care Connect (Comprehensive MCO)",Anthem,Statewide,"56,103",242,"56,345",2019,"Anthem Insurance Companies"
Indiana,,"Hoosier Care Connect (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"33,844",142,"33,986",2019,Centene
Indiana,,"Hoosier Healthwise (Comprehensive MCO)",Anthem,Statewide,"212,555",0,"212,555",2019,"Anthem Insurance Companies"
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"140,946",1,"140,947",2019,Centene
Indiana,,"Hoosier Healthwise (Comprehensive MCO)","CareSource Indiana, Inc",Statewide,"51,524",1,"51,525",2019,"Caresource Management Group"
Indiana,,"Hoosier Healthwise (Comprehensive MCO)",MDwise,Statewide,"191,757",2,"191,759",2019,"McLaren Health Care Corporation"
Indiana,,"Healthy Indiana Plan (Comprehensive MCO)",Anthem,Statewide,"176,166","1,553","177,719",2019,"Anthem Insurance Companies"
Indiana,,"Healthy Indiana Plan (Comprehensive MCO)","CareSource Indiana, Inc",Statewide,"36,426",280,"36,706",2019,"CareSource Management Group"
Indiana,,"Healthy Indiana Plan (Comprehensive MCO)",MDwise,Statewide,"101,782",800,"102,582",2019,"McLaren Helath Care Corporation"
Indiana,,"Healthy Indiana Plan (Comprehensive MCO)","Managed Health Services of Indiana",Statewide,"69,626",596,"70,222",2019,Centene
Indiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Franciscan Senior Health and Wellness","Lake County, Johnson County, 46107, 46201, 46202, 46203, 46204, 46217, 46218, 46219, 46221, 46222, 46225, 46227, 46229, 46237, 46239, 46241, 46259",8,221,229,2019,"Franciscan Alliance"
Indiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Saint Joseph PACE","46506, 46514, 46516, 46517, 46526,46530, 46536, 46544, 46545, 46552, 46554, 46556, 46561, 46574, 46601, 46613, 46614, 46615, 46616, 46617, 46619, 46628, 46635, 46637, 46563, 46573",10,163,173,2019,"Trinity Health System"
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)","Amerigroup of Iowa, Inc.",Statewide,"315,919","38,513","354,432",2019,"AMERIGROUP Corporation"
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)","Iowa Total Care",Statewide,"221,558","26,694","248,252",2019,"Centene Corporation"
Iowa,,"Dental Wellness Plan (Dental only (PAHP))","Delta Dental of Iowa",Statewide,"235,520","43,108","278,628",2019,"Delta Dental of Iowa"
Iowa,,"Dental Wellness Plan (Dental only (PAHP))","MCNA Dental Plans, Inc.",Statewide,"89,404","22,009","111,413",2019,"Managed Care of North America, Inc."
Iowa,,"Non-Emergency Medical Transportation (NEMT) (Non-Emergency Medical Transportation)",TMS,Statewide,"9,226",725,"9,951",2019,"TMS Management Group"
Iowa,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))",PACE,"Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, and Warren Counties",32,530,562,2019,PACE
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","Aetna Better Health of Kansas",Statewide,"82,253","9,674","91,927",2019,"CVS Health Corporation"
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","Sunflower State Health Plan",Statewide,"108,322","14,556","122,878",2019,"Centene Corporation"
Kansas,,"KanCare (Comprehensive MCO + MLTSS)","United HealthCare Community Plan of Kansas",Statewide,"111,946","14,546","126,492",2019,"United Healthcare Services, Inc."
Kansas,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Via Christi","Sedgwick County",221,0,221,2019,Ascension
Kansas,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Midland Care","Douglas, Jackson, Jefferson, Leavenworth, Lyon, Marshall, Nemaha, Osage, Shawnee, Pottawatomie, Wabaunsee and Wyandotte Counties",288,0,288,2019,"Midland Care"
Kansas,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Bluestem PACE Inc.","McPherson, Ottawa, Lincoln, Ellsworth, Saline, Dickinson, Rice, Marion, Reno and Harvey Counties",73,0,73,2019,"Bluestem PACE Inc."
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Aetna Better Health  of Kentucky",Statewide,"195,811","14,140","209,951",2019,Aetna
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Anthem Managed Care Plan of  Kentucky",Statewide,"127,322","3,839","131,161",2019,Anthem
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)",Humana-CareSource,Statewide,"140,479","5,058","145,537",2019,Humana
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Passport Health Plan",Statewide,"293,949","10,157","304,106",2019,"Passport Health Plan"
Kentucky,,"Kentucky Managed Care (Comprehensive MCO)","Wellcare of  Kentucky",Statewide,"412,643","20,747","433,390",2019,Wellcare
Kentucky,,"Kentucky Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)","NEMT Human Services Transportation Delivery",Statewide,"1,201,648",0,"1,201,648",2019,"NEMT Human Services Transportation Delivery"
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Aetna Better Health of Louisiana",Statewide,"97,242",117,"97,359",2019,Aetna
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Healthy Blue",Statewide,"244,002",177,"244,179",2019,Anthem
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","AmeriHealth Caritas Louisiana",Statewide,"181,970",106,"182,076",2019,"AmeriHealth Caritas Health Plan"
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","Louisiana Healthcare Connections",Statewide,"429,209",194,"429,403",2019,"Centene Corporation"
Louisiana,,"Healthy Louisiana (Comprehensive MCO)","UnitedHealthcare Community Plan",Statewide,"403,156",225,"403,381",2019,"UnitedHealth Group"
Louisiana,,"Coordinated System of Care (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",Magellan,Statewide,"2,494",2,"2,496",2019,"Magellan of Louisiana"
Louisiana,,"Healthy Louisiana (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Aetna Better Health of Louisiana",Statewide,"1,811","21,121","22,932",2019,Aetna
Louisiana,,"Healthy Louisiana (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Healthy Blue",Statewide,"2,249","22,504","24,753",2019,Anthem
Louisiana,,"Healthy Louisiana (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","AmeriHealth Caritas Louisiana",Statewide,"1,904","20,986","22,890",2019,"AmeriHealth Caritas Health Plan"
Louisiana,,"Healthy Louisiana (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Louisiana Healthcare Connections",Statewide,"2,749","26,658","29,407",2019,"Centene Corporation"
Louisiana,,"Healthy Louisiana (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","UnitedHealthcare Community Plan",Statewide,"3,020","27,453","30,473",2019,"UnitedHealth Group"
Louisiana,,"Dental Benefit Management Program (Dental only (PAHP))","MCNA of Louisiana",Statewide,"1,375,553","123,920","1,499,473",2019,MCNA
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE - Baton Rouge","70704, 70710, 70714, 70719, 70720,70722, 70729, 70736, 70739, 70748, 70767, 70770, 70775, 70777, 70791, 70801, 70802, 70803, 70804, 70805, 70806, 70807, 70808, 70809, 70810, 70811, 70812, 70813, 70814, 70815, 70816, 70817, 70818, 70819, 70820, 70821, 70822, 70823, 70825, 70826, 70827, 70831, 70833, 70835, 70836, 70837, 70873, 70874, 70879, 70883, 70884, 70891, 70892, 70893, 70894, 70895, 70896, 70898",0,192,192,2019,"PACE - Baton Rouge"
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE - Greater New Orleans","70112, 70113, 70114, 70115, 70116, 70117, 70118, 70119, 70122, 70124, 70125, 70126, 70127, 70128, 70129, 70130, 70131, 70032, 70043, 70001, 70002, 70003, 70005, 70006, 70053, 70121",13,178,191,2019,"PACE - Greater New Orleans"
Louisiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE - Lafayette","70501, 70503, 70506, 70507, 70508, 70517, 70518, 70520, 70529, 70578, 70583, 70584, 70592",1,92,93,2019,"PACE - Lafayette"
Maine,,"MaineCare (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,"155,099",0,"155,099",2019,MaineCare
Maine,,"NET (Non-Emergency Medical Transportation)",Logisticare,"Regions 1, 2, 6, 7, and 8","115,407","29,888","145,295",2019,"MaineCare NET"
Maine,,"NET (Non-Emergency Medical Transportation)","MidCoast Connector","Region 5","20,859","4,733","25,592",2019,"MaineCare NET"
Maine,,"NET (Non-Emergency Medical Transportation)","Penquis CAP","Regions 3 and 4","56,068","15,533","71,601",2019,"MaineCare NET"
Maryland,,"HealthChoice (Comprehensive MCO)","Kaiser Permanente","Anne Arundel, Baltimore, Calvert, Charles, Harford, Howard, Montgomery and Prince George's Counties","66,616",0,"66,616",2019,"Kaiser Permanente of the Mid Atlantic States"
Maryland,,"HealthChoice (Comprehensive MCO)","Maryland Physician's Care",Statewide,"212,426",0,"212,426",2019,"Maryland Care Inc"
Maryland,,"HealthChoice (Comprehensive MCO)",MedStar,"Baltimore City, Anne Arundel, Baltimore, Carroll, Cecil, Charles, Harford, Howard, Montgomery, Prince George's and St. Mary's Counties","90,824",0,"90,824",2019,"MedStar Health"
Maryland,,"HealthChoice (Comprehensive MCO)","Priority Partners",Statewide,"300,037",0,"300,037",2019,"John's Hopkins Health Care"
Maryland,,"HealthChoice (Comprehensive MCO)","United Healthcare Community Plan","Baltimore City, Baltimore, Carroll, Cecil, Charles, Harford, Howard, Montgomery, Prince George's and St. Mary's Counties","146,314",0,"146,314",2019,"United Healthcare"
Maryland,,"HealthChoice (Comprehensive MCO)","University of Maryland Health Partners","Baltimore City, Anne Arundel, Baltimore, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Harford, Howard, Montgomery, Prince George's, Queen Anne's St. Mary's, Somerset, Wicomico and Worcester Counties","47,183",0,"47,183",2019,"University of Maryland Medical Systems"
Maryland,,"HealthChoice (Comprehensive MCO)","Amerigroup Community Care",Statewide,"276,514",0,"276,514",2019,Anthem
Maryland,,"HealthChoice (Comprehensive MCO)","Aetna Better Health of Maryland",Statewide,"23,553",0,"23,553",2019,"Aetna Better Health"
Maryland,,"HealthChoice (Comprehensive MCO)","Jai Medical Systems","Baltimore City, Balitmore County, Anne Arundel County","26,989",0,"26,989",2019,"Jai Medical Systems"
Maryland,,"Hopkins Elder Plus (Program of All-inclusive Care for the Elderly (PACE))","Hopkins Elder Plus","21052, 21202, 21205, 21206, 21212, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237",11,92,103,2019,"John's Hopkins Health System"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Atrius Health in partnership with Tufts Health Public Plans (THPP)","Attleboro, Beverly, Boston, Brockton, Falmouth, Fitchburg, Framingham, Gardner, Lawrence, Lowell, Lynn, Malden, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, and Woburn Counties","37,296",0,"37,296",2019,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Beth Israel Deaconess Care Organization (BIDCO) in partnership with Tufts Health Public Plans (THPP)","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, and Woburn Counties","37,296",0,"37,296",2019,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Children’s Health ACO in partnership with Tufts Health Public Plans (THPP)","Adams, Attleboro, Barnstable, Beverly, Boston, Brockton, Fall River, Falmouth, Fitchburg, Framingham, Gardner, Haverhill, Holyoke, Lawrence, Lowell, Lynn, Malden, New Bedford, Northampton, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn, and Worcester Counties","98,229",0,"98,229",2019,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Cambridge Health Alliance (CHA) in partnership with Tufts Health Public Plans (THPP)","Boston, Lynn, Malden, Revere, Somerville, Waltham, and Woburn Counties","29,299",0,"29,299",2019,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Merrimack Valley ACO in partnership with AllWays Health Partners","Haverhill, Lawrence, and Lowell Counties","33,160",0,"33,160",2019,"AllWays Health Partners"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Accountable Care Organization in partnership with BMC HealthNet Plan","Attleboro, Boston, Brockton, Fall River, Falmouth, Greenfield, Holyoke, Lynn, Malden, New Bedford, Northampton, Plymouth, Quincy, Revere, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham, Westfield, and Woburn Counties","117,013",0,"117,013",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Mercy Medical Center in partnership with BMC HealthNet Plan","Holyoke, Northampton, Springfield, and Westfield Counties","28,382",0,"28,382",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Signature Healthcare in partnership with BMC HealthNet Plan","Attleboro, Brockton, Plymouth, Quincy, and Taunton Counties","18,097",0,"18,097",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Southcoast Health in partnership with BMC HealthNet Plan","Attleboro, Fall River, Falmouth, New Bedford, Plymouth, Taunton, and Wareham Counties","16,589",0,"16,589",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Health Collaborative of the Berkshires in partnership with Fallon Health","Adams and Pittsfield Counties","16,147",0,"16,147",2019,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Reliant Medical Group in partnership with Fallon Health","Fitchburg, Framingham, Gardner, Southbridge, and Worcester Counties","31,432",0,"31,432",2019,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Wellforce in partnership with Fallon Health","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lawrence, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, and Woburn Counties","51,404",0,"51,404",2019,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Baystate Health Care Alliance in partnership with Health New England","Holyoke, Northampton, Springfield, and Westfield Counties","38,687",0,"38,687",2019,"Health New England"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Tufts Health Plan","Northern, Greater Boston, Central, and Western Regions","64,199",0,"64,199",2019,"Tufts Health Plan"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Boston Medical Center HealthNet Plan",Statewide,"47,768",0,"47,768",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Community Care Cooperative",Statewide,"124,974",0,"124,974",2019,"Community Care Health Plan (WI)"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Partners HealthCare Choice",Statewide,"107,883",0,"107,883",2019,"Partners HealthCare Choice"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Steward Health Choice",Statewide,"123,396",0,"123,396",2019,"Steward Health Choice"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Boston Medical Center HealthNet Plan","Suffolk County",212,"1,183","1,395",2019,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Commonwealth Care Alliance","01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01354, 01301, 01302, 01039, 01346, 01347, 01054, 01349, 01350, 01351, 01360, 01367, 01369, 01370, 01072, 01373, 01375, 01376, 01379, 01380, 01093, 02322, 02157, 02457, 02184, 02185, 02146, 02445, 02446, 02147, 02447, 02021, 02467, 02025, 02026, 02027, 02030, 02032, 02035, 02343, 02052, 02053, 02054, 02186, 02187, 02192, 02194, 02492, 02494, 02056, 02171, 02062, 02762, 02169, 02170, 02171, 02269, 02368, 02067, 02070, 02071, 02072, 02081, 02181, 02481, 02482, 02090, 02188, 02189, 02190, 02191, 02170, 02093, 02351, 02020, 02324, 02301, 02302, 02303, 02304, 02305, 02327, 02330, 02332, 02333, 02338, 02339, 02341, 02018, 02043, 02044, 02045, 02364, 02050, 02065, 02346, 02061, 02355, 02059, 02358, 02558, 02359, 02360, 02362, 02367, 02770, 02370, 02040, 02055, 02060, 02066, 02379, 02382",727,"10,455","11,182",2019,"Commonwealth Care Alliance"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","NaviCare HMO","Barnstable, Bristol, Essex, Franklin, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",472,"6,783","7,255",2019,"Fallon Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Senior Whole Health","Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties","1,215","14,083","15,298",2019,"Magellan Health"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Tufts Health Plan","Barnstable, Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",845,"5,090","5,935",2019,"Tufts Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","United Healthcare","Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk and Worcester Counties","1,875","18,866","20,741",2019,"United Healthcare"
Massachusetts,,"Primary Care Clinician Plan (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,"106,929",0,"106,929",2019,"Multiple Primary Care Providers"
Massachusetts,,"MassHealth BH/SUD PIHP and/or PAHP (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Massachusetts Behavioral Health Partnership",Statewide,"530,032",0,"530,032",2019,Beacon
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Cambridge Health Alliance","Middlesex and Suffolk Counties",68,401,469,2019,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Upham's Elder Service Plan","02108, 02445",26,238,264,2019,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Elder Service Plan of Harbor Health","02108, 02445, 02021, 02026, 02048, 02062, 02067, 02072, 02169, 02184, 02186, 02188, 02301, 02322, 02324, 02333, 02334, 02338, 02339, 02341, 02343, 02351, 02359, 02367, 02368, 02370, 02379, 02382, 02458, 02766, 02767, 02780",14,498,512,2019,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fallon Health Summit ElderCare","01001, 01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106, 01521, 01034, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01005, 01037, 01068, 01083, 01331, 01331, 01366, 01368, 01420, 01430, 01431, 01432, 01440, 01441, 01450, 01451, 01452, 01453, 01460, 01462, 01463, 01464, 01468, 01469, 01475, 01501, 01503, 01504, 01505, 01506, 01507, 01510, 01515, 01516, 01519, 01520, 01523, 01524, 01527, 01529, 01531, 01532, 01534, 01535, 01540, 01541, 01543, 01545, 01550, 01562, 01564, 01566, 01568, 01569, 01570, 01571, 01581, 01583, 01585, 01590, 01601, 01612, 01719, 01720, 01730, 01740, 01741, 01742, 01747, 01749, 01752, 01756, 01757, 01772, 01151, 01845",33,"1,197","1,230",2019,"Fallon Health Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Element Care, Inc.","02176, 02180, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01845, 01801, 01803, 01830, 01833, 01834, 01860, 01864, 01867, 01880, 01887, 01890, 01901, 01906, 01907, 01908, 01913, 01915, 01921, 01923, 01929, 01930, 01936, 01938, 01940, 01944, 01945, 01949, 01950, 01951, 01952, 01960, 01966, 01969, 01970, 01983, 01984, 01985",49,999,"1,048",2019,"Element Care, Inc."
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Serenity Care PACE Program","01002, 01027, 01350, 01001, 01002, 01007, 01008, 01010, 01011, 01012, 01013, 01026, 01027, 01028, 01032, 01033, 01034, 01035, 01036, 01038, 01040, 01050, 01056, 01057, 01060, 01069, 01070, 01071, 01073, 01075, 01077, 01081, 01082, 01085, 01089, 01095, 01096, 01098, 01101, 01106, 01151, 01243, 01521, 01009, 01030, 01039, 01053, 01054, 01059, 01062, 01066, 01072, 01079, 01080, 01084, 01088, 01093, 01097, 01301, 01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01346, 01351, 01354, 01355, 01360, 01364, 01367, 01370, 01375, 01378, 01379",65,422,487,2019,PACE
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Mercy Life, Inc.","01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106, 01521, 01151, 01002, 01027, 01350, 01002, 01007, 01012, 01026, 01032, 01035, 01038, 01050, 01060, 01070, 01082, 01096, 01098, 01243, 01034",8,223,231,2019,"Mercy Life, Inc."
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Neighborhood PACE","Middlesex and Suffolk Counties",68,575,643,2019,PACE
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Aetna Better Health of Michigan","Berrien, Branch, Calhoun, Cass, Hillsdale, Jackson, Kalamazoo, Lenawee, Livingston, Macomb, Monroe, Oakland, St. Joseph, Van Buren, Washtenaw, Wayne","10,686",0,"10,686",2019,Aetna
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Blue Cross Complete of Michigan","Allegan, Barry, Clinton, Eaton, Genesee, Hillsdale, Huron, Ingham, Ionia, Jackson, Kent, Lake, Lapeer, Lenawee, Livingston, Macomb, Mason, Mecosta, Monroe, Montcalm, Muskegon, Newaygo, Oakland, Oceana, Osceola, St. Clair, Sanilac, Shiawassee, Tuscola, Washtenaw, Wayne","79,285",0,"79,285",2019,"Blue Cross Blue Shield"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","HAP Midwest Health Plan","Genesee, Huron, Lapeer, St. Clair, Sanilac, Shiawassee, Tuscola","1,742",0,"1,742",2019,"Health Alliance Plan"
