state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Maine,,"NET (Non-Emergency Medical Transportation)",MotivCare,"Regions 1, 2, 6, 7, and 8","127,008","30,571","157,579",2020,MaineCareNET
Maine,,"NET (Non-Emergency Medical Transportation)","Penquis CAP","Regions 3 and 4","62,196","15,674","77,870",2020,MaineCareNET
Maine,,"NET (Non-Emergency Medical Transportation)","MidCoast Connector","Region 5","25,723","4,796","30,519",2020,MaineCareNET
Maryland,,"HealthChoice (Comprehensive MCO)","Aetna Better Health",Statewide,"36,770",0,"36,770",2020,Aetna
Maryland,,"HealthChoice (Comprehensive MCO)","Amerigroup Community Care",Statewide,"287,555",0,"287,555",2020,Anthem
Maryland,,"HealthChoice (Comprehensive MCO)","Jai Medical Systems","Baltimore City, Baltimore Carroll, Harford, and Howard counties","27,938",0,"27,938",2020,"Jai Medical Systems"
Maryland,,"HealthChoice (Comprehensive MCO)","Kaiser Permanente","Baltimore City, Anne Arundel, Baltimore, Calvert, Charles, Harford, Howard, Montgomery, and Prince George's counties","80,571",0,"80,571",2020,"Kaiser Permanente of the Mid Atlantic States"
Maryland,,"HealthChoice (Comprehensive MCO)","Maryland Physician's Care",Statewide,"218,890",0,"218,890",2020,MPC
Maryland,,"HealthChoice (Comprehensive MCO)","MedStar Family Choice","Baltimore City, Anne Arundel, Baltimore, Calvert, Charles, Harford, Montgomery, Prince George's, and St. Mary's counties","94,307",0,"94,307",2020,"MedStar Health System"
Maryland,,"HealthChoice (Comprehensive MCO)","Priority Partners",Statewide,"310,628",0,"310,628",2020,"John's Hopkins Health System"
Maryland,,"HealthChoice (Comprehensive MCO)","United Healthcare Community Plan","Baltimore City, Anne Arundel, Baltimore, Calvert, Charles, Frederick, Harford, Howard, Montgomery, Prince George's, St. Mary's, and Washington counties","150,667",0,"150,667",2020,UHC
Maryland,,"HealthChoice (Comprehensive MCO)","University of Maryland Health Partners","Baltimore City, Anne Arundel, Baltimore, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Harford, Howard, Montgomery, Prince George's, Queen Anne's, St. Mary's, Somerset, Wicomico, and Worcester counties","48,841",0,"48,841",2020,"University of Maryland Medical Systems"
Maryland,,"Hopkins Elder Plus (Program of All-inclusive Care for the Elderly (PACE))","Hopkins Elder Plus","21052, 21202, 21205, 21206, 21212, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237",12,108,120,2020,"Johns Hopkins Health System"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Atrius Health in partnership with Tufts Health Public Plans (THPP)","Attleboro, Beverly, Boston, Brockton, Falmouth, Framingham, Gardner, Fitchburg, Lawrence, Lowell, Lynn, Malden, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","34,175",0,"34,175",2020,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Beth Israel Deaconess Care Organization (BIDCO) in partnership with Tufts Health Public Plans (THPP)","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","37,776",0,"37,776",2020,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Children’s Health ACO in partnership with Tufts Health Public Plans (THPP)","Adams, Attleboro, Barnstable, Beverly, Boston, Brockton, Fall River, Falmouth, Framingham, Gardner-Fitchburg, Haverhill, Holyoke, Lawrence, Lowell, Lynn, Malden, New Bedford, Northampton, Oak Bluffs, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn, Worcester","111,699",0,"111,699",2020,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Cambridge Health Alliance (CHA) in partnership with Tufts Health Public Plans (THPP)","Boston, Lynn, Malden, Revere, Salem, Somerville, Waltham, Woburn","29,619",0,"29,619",2020,"Tufts Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Merrimack Valley ACO in partnership with AllWays Health Partners","Haverhill, Lawrence, Lowell","35,125",0,"35,125",2020,"Allways Health Partners"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Boston Accountable Care Organization in partnership with BMC HealthNet Plan","Attleboro, Barnstable, Boston, Brockton, Fall River, Falmouth, Greenfield Holyoke, Lynn Malden, New Bedford, Northampton, Plymouth, Quincy, Revere, Somerville, Southbridge, Springfield, Taunton, Waltham, Wareham, Westfield, Woburn","125,747",0,"125,747",2020,"Boston Medical Center  HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Mercy Medical Center in partnership with BMC HealthNet Plan","Holyoke, Northampton, Springfield, Westfield","29,502",0,"29,502",2020,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Signature Healthcare in partnership with BMC HealthNet Plan","Attleboro, Brockton, Plymouth, Quincy, Taunton","19,591",0,"19,591",2020,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Southcoast Health in partnership with BMC HealthNet Plan","Attleboro, Fall River, Falmouth, New Bedford, Plymouth, Taunton, Wareham","17,736",0,"17,736",2020,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Health Collaborative of the Berkshires in partnership with Fallon Health","Adams, Pittsfield","16,874",0,"16,874",2020,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Reliant Medical Group in partnership with Fallon Health","Gardner-Fitchburg, Framingham, Southbridge, Worcester","35,809",0,"35,809",2020,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Wellforce in partnership with Fallon Health","Attleboro, Barnstable, Beverly, Boston, Brockton, Falmouth, Framingham, Haverhill, Lawrence, Lowell, Lynn, Malden, Orleans, Plymouth, Quincy, Revere, Salem, Somerville, Waltham, Wareham, Woburn","53,816",0,"53,816",2020,"Fallon Health Plan"
Massachusetts,,"Accountable Care Partnership Plans (Comprehensive MCO)","Baystate Health Care Alliance in partnership with Health New England","Holyoke, Northampton, Springfield, Westfield","40,765",0,"40,765",2020,"Health New England"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Tufts Health Plan","Northern, Greater Boston, Central, and Western Regions","61,946",0,"61,946",2020,"Tufts Health Plan"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Boston Medical Center HealthNet Plan",Statewide,"41,930",0,"41,930",2020,"Boston Medical Center HealthNet Plan"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Community Care Cooperative",Statewide,"139,091",0,"139,091",2020,"Community Care Health Plan (WI)"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Mass General Brigham ACO",Statewide,"122,836",0,"122,836",2020,"Partners HealthCare Choice"
Massachusetts,,"Primary Care Accountable Care Organizations (Primary Care ACO) (Primary Care Case Management Entity (PCCM Entity))","Steward Health Choice",Statewide,"128,836",0,"128,836",2020,"Steward Health Choice"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Boston Medical Center Healthnet Plan","Barnstable, Bristol, Hampden, Plymouth, and Suffolk Counties",188,"1,333","1,521",2020,"Boston Medical Center Healthnet Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Commonwealth Care Alliance","Bristol, Essex, Franklin, Hampden, Hampshire, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",607,"11,299","11,906",2020,"Commonwealth Care Alliance"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Navicare HMO","Barnstable, Berkshire, Bristol, Essex, Franklin, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",422,"7,471","7,893",2020,"Fallon Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Senior Whole Health","Bristol, Essex, Hampden, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties","1,047","14,009","15,056",2020,"Magellan Health"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Tufts Health Plan","Barnstable, Bristol, Essex, Hampden, Hampshire, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties",969,"6,449","7,418",2020,"Tufts Health Plan"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","United Healthcare","Bristol, Essex, Hampden,Hampshire, Middlesex, Norfolk, Plymouth, Suffolk, and Worcester Counties","1,635","19,353","20,988",2020,"United Healthcare"
Massachusetts,,"Primary Care Clinician Program (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,"92,072",0,"92,072",2020,"Multiple Primary Care Provider (PCCM)"
Massachusetts,,"MassHealth BH/SUD PIHP (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Massachusetts Behavioral Health Partnership",Statewide,"552,518",0,"552,518",2020,Beacon
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Elder Service Plan of Cambridge Health Alliance","Middlesex and Suffolk Counties",67,591,658,2020,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Upham's Elder Service Plan","02108, 02445",24,246,270,2020,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Elder Service Plan of Harbor Health","02108, 02445, 02021, 02026, 02048, 02062, 02067, 02072, 02169, 02184, 02186, 02188, 02301, 02322, 02324, 02333, 02334, 02338, 02339, 02341, 02343, 02351, 02359, 02367, 02368, 02370, 02379, 02382, 02458, 02766, 02767, 02780",15,455,470,2020,"Elder Service Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Fallon Health Summit Eldercare","01001, 01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106,  01521, 01034, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01005, 01037, 01068, 01083, 01331, 01331, 01366, 01368, 01420, 01430, 01431,  01432, 01440, 01441, 01450, 01451, 01452, 01453, 01460, 01462, 01463, 01464, 01468, 01469, 01475, 01501, 01503, 01504, 01505, 01506, 01507, 01510, 01515, 01516, 01519,  01520, 01523, 01524, 01527, 01529, 01531, 01532, 01534, 01535, 01540, 01541, 01543, 01545, 01550, 01562, 01564, 01566, 01568, 01569, 01570, 01571, 01581, 01583, 01585,  01590, 01601, 01612, 01719, 01720, 01730, 01740, 01741, 01742, 01747, 01749, 01752, 01756, 01757, 01772, 01151, 01845",40,"1,130","1,170",2020,"Fallon Health Plan"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Element Care Inc","02176, 02180, 01810, 01821, 01824, 01826, 01827, 01840, 01844, 01850, 01876, 01879, 01886, 01845, 01801, 01803, 01830, 01833, 01834, 01860, 01864, 01867, 01880, 01887,  01890, 01901, 01906, 01907, 01908, 01913, 01915, 01921, 01923, 01929, 01930, 01936, 01938, 01940, 01944, 01945, 01949, 01950, 01951, 01952, 01960, 01966, 01969, 01970,  01983, 01984, 01985",45,916,961,2020,"Element Care Inc"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Serenity Care PACE Program","01002, 01027, 01350, 01001, 01002, 01007, 01008, 01010, 01011, 01012, 01013, 01026, 01027, 01028, 01032, 01033, 01034, 01035, 01036, 01038, 01040, 01050, 01056, 01057,  01060, 01069, 01070, 01071, 01073, 01075, 01077, 01081, 01082, 01085, 01089, 01095, 01096, 01098, 01101, 01106, 01151, 01243, 01521, 01009, 01030, 01039, 01053, 01054,  01059, 01062, 01066, 01072, 01079, 01080, 01084, 01088, 01093, 01097, 01301, 01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01346, 01351, 01354, 01355, 01360,  01364, 01367, 01370, 01375, 01378, 01379",51,418,469,2020,PACE
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Mercy Life Inc","01008, 01010, 01011, 01013, 01027, 01028, 01033, 01034, 01036, 01040, 01056, 01057, 01069, 01071, 01073, 01075, 01077, 01081, 01085, 01089, 01095, 01101, 01106, 01521,  01151, 01002, 01027, 01350, 01002, 01007, 01012, 01026, 01032, 01035, 01038, 01050, 01060, 01070, 01082, 01096, 01098, 01243, 01034",11,288,299,2020,"Mercy Life Inc"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE)","Neighborhood PACE","Middlesex and Suffolk Counties",67,591,658,2020,PACE
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Aetna Better Health of Michigan","Berrien, Branch, Calhoun, Cass, Hillsdale, Jackson, Kalamazoo, Lenawee, Livingston, Macomb, Monroe, Oakland, St. Joseph, Van Buren, Washtenaw, Wayne","28,191",204,"28,395",2020,"Aetna Better Health of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Blue Cross Complete of Michigan","Allegan, Barry, Clinton, Eaton, Genesee, Hillsdale, Huron, Ingham, Ionia, Jackson, Kent, Lake, Lapeer Lenawee, Livingston, Macomb, Mason, Mecosta, Monroe, Montcalm, Muskegon, Newaygo, Oakland, Oceana, Osceola, Ottawa, St. Clair, Sanilac, Shiawassee, Tuscola, Washtenaw, Wayne","149,739","3,759","153,498",2020,"Blue Cross Complete of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","HAP Empowered","Genesee, Huron, Lapeer, Macomb, Oakland, St. Clair, Sanilac, Shiawassee, Tuscola, Wayne","8,957",204,"9,161",2020,"Health Alliance Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","McLaren Health Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceano, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","140,743","5,733","146,476",2020,"McLaren Health Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Meridian Health Plan of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceano, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","347,437","12,267","359,704",2020,"Meridian Health Plan of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Molina Healthcare of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceano, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","241,971","9,201","251,172",2020,"Molina Healthcare of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Priority Health Choice","Allegan, Barry, Berrien, Branch, Calhoun, Cass, Ionia, Kalamazoo, Kent, Lake, Mason, Mecosta, Montcalm, Muskegon, Newaygo, Oceana, Osceola, Ottawa, St. Joseph, Van Buren","96,544","4,746","101,290",2020,"Priority Health Choice"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Total Health Care","Macomb, Oakland, Wayne","36,708",198,"36,906",2020,"Total Health Care"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","UnitedHealthcare Community Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Crawford, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceano, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","184,582","4,851","189,433",2020,UnitedHealthcare
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Comprehensive Health Care Program (Comprehensive MCO)","Upper Peninsula Health Plan","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Houghton, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft","29,102",5,"29,107",2020,"Upper Peninsula Health Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Aetna Better Health","Berrien, Branch, Calhoun, Cass, Hillsdale, Jackson, Kalamazoo, Lenawee, Livingston, Macomb, Monroe, Oakland, St. Joseph, Van Buren, Washtenaw, Wayne","15,433",0,"15,433",2020,"Aetna Better Health"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Blue Cross Complete of Michigan","Allegan, Barry, Clinton, Eaton, Genesee, Hillsdale, Huron, Ingham, Ionia, Jackson, Kent, Lake, Lapeer, Lenawee, Livingston, Macomb, Mason, Mecosta, Monroe, Montcalm, Muskegon, Newaygo, Oakland, Oceana, Osceola, Ottawa, St. Clair, Sanilac, Shiawassee, Tuscola, Washtenaw, Wayne","106,875",0,"106,875",2020,"Blue Cross Complete of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","HAP Empowered","Genesee, Huron, Lapeer, Macomb, Oakland, St. Clair, Sanilac, Shiawassee, Tuscola, Wayne","9,138",0,"9,138",2020,"Health Alliance Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","McLaren Health Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","78,152",0,"78,152",2020,"McLaren Health Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Meridian Health Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","158,723",0,"158,723",2020,"Meridian Health Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Molina Healthcare of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","96,358",0,"96,358",2020,"Molina Healthcare of Michigan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Priority Health Choice","Allegan, Barry, Berrien, Branch, Calhoun, Cass, Ionia, Kalamazoo, Kent, Lake, Mason, Mecosta, Montcalm, Muskegon, Newaygo, Oceana, Osceola, Ottawa, St. Joseph, Van Buren","40,828",0,"40,828",2020,"Priority Health Choice"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Total Health Care","Macomb, Oakland, Wayne","20,059",0,"20,059",2020,"Total Health Care"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","UnitedHealthcare Community Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Crawford, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, Van Buren, Washtenaw, Wayne, Wexford","79,443",0,"79,443",2020,"UnitedHealthcare Community Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","Healthy Michigan Plan (Comprehensive MCO)","Upper Peninsula Health Plan","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Hougton, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft","16,989",0,"16,989",2020,"Upper Peninsula Health Plan"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","MI Choice (MLTSS only (PIHP and/or PAHP))","A & D Home Health Care, Inc.","Bay, Clare, Gladwin, Huron, Isabella, Midland, Saginaw, Sanilac, Tuscola",83,885,968,2020,"A & D Home Health Care, Inc."
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","MI Choice (MLTSS only (PIHP and/or PAHP))","Area Agency on Aging 1-B","Livingston, Macomb, Monroe, Oakland, Washtenaw",50,837,887,2020,"Area Agencies on Aging"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","MI Choice (MLTSS only (PIHP and/or PAHP))","Area Agency on Aging of NW Michigan","Antrim, Benzie, Charlevoix, Emmet, Grand Traverse, Kalkaska, Leelanau, Manistee, Missaukee, Wexford",22,359,381,2020,"Area Agencies on Aging"
Michigan5," Michigan updated their reporting methodology in 2020 to more accurately calculate overall Medicaid and managed care enrollment, resulting in a significant decrease in enrollment counts between 2019 and 2020.","MI Choice (MLTSS only (PIHP and/or PAHP))","Area Agency on Aging of Western Michigan","Allegan, Ionia, Kent, Lake, Mason, Mecosta, Montcalm, Newaygo, Osceola",50,849,899,2020,"Area Agencies on Aging"
