state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Community LIFE H-3917","Allegheny, parts of Westmoreland counties",41,551,592,2017,"Pittsburgh Care Partnership"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.",Statewide,32186,0,32186,2017,Centene
Tennessee8,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated total enrollment in comprehensive MCOs is 1,409,266","TennCare II (Comprehensive MCO + MLTSS)","Volunteer State Health Plan (BlueCare)",Statewide,454748,52412,507160,2017,"Blue Cross Blue Shield Association"
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Commonwealth Care Alliance","01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01354, 01301, 01302, 01039, 01346, 01347, 01054, 01349, 01350, 01351, 01360, 01367, 01369, 01370, 01072, 01373, 01375, 01376, 01379, 01380, 01093, 02322, 02157, 02457, 02184, 02185, 02146, 02445, 02446, 02147, 02447, 02021, 02467, 02025, 02026, 02027, 02030, 02032, 02035, 02343, 02052, 02053, 02054, 02186, 02187, 02192, 02194, 02492, 02494, 02056, 02171, 02062, 02762, 02169, 02170, 02171, 02269, 02368, 02067, 02070, 02071, 02072, 02081, 02181, 02481, 02482, 02090, 02188, 02189, 02190, 02191, 02170, 02093, 02351, 02020, 02324, 02301, 02302, 02303, 02304, 02305, 02327, 02330, 02332, 02333, 02338, 02339, 02341, 02018, 02043, 02044, 02045, 02364, 02050, 02065, 02346, 02061, 02355, 02059, 02358, 02558, 02359, 02360, 02362, 02367, 02770, 02370, 02040, 02055, 02060, 02066, 02379, 02382",545,8049,8594,2017,"Commonwealth Care Alliance"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Butte","Butte County",34222,1212,35434,2017,"Centene Corporation"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Community Health Group/San Diego","San Diego County",266521,19178,285699,2017,"Community Health Group"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Healthy Options - Blind Disabled (Comprehensive MCO)",Amerigroup,"Adams, Asotin, Benton, Chelan, Columbia, Cowlitz, Douglas, Ferry, Franklin, Garfield, Grant, Grays Harbor, Island, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, San Juan, Skagit, Snohomish, Spokane, Stevens, Thurston, Wahkiakum, Walla Walla, Whatcom, Whitman, Yakima.",10479,0,10479,2017,Amerigroup
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","VNS Choice","NYC & 27 counties",959,11870,12829,2017,"VNS Choice"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Imperial","Imperial County",59261,2004,61265,2017,"Centene Corporation"
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)",Medica,Statewide,6651,7395,14046,2017,"Medica Holding Company"
Massachusetts,,"MassHealth Managed Care (Comprehensive MCO)","Tufts Health Plan","Statewide (excludes islands).",225003,0,225003,2017,"Tufts Health Plan"
Iowa,,"Dental Wellness Plan (Dental only (PAHP))","MCNA Dental",Statewide,30407,0,30407,2017,"MCNA Insurance Company and Managed Care of North America, Inc."
"New Hampshire",,"New Hampshire Medicaid Care Management (Comprehensive MCO)","Well Sense",Statewide,61006,7889,68895,2017,"Boston Medical Center Health Plan"
"North Dakota",,"Health Management Program (Other Prepaid Health Plan (PHP) (limited benefits))","Health Management",Statewide,177,0,177,2017,"US Care Management"
"West Virginia",,"Mountain Health Trust (Comprehensive MCO)","Aetna Better Health of WV (formerly CoventryCares)",statewide,127795,0,127795,2017,Aetna
Mississippi,,"Mississippi Coordinated Access Network (Comprehensive MCO)","UnitedHealthcare of Mississippi",Statewide,236365,0,236365,2017,UnitedHealthcare
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)",Staywell,"Regions 2, 3, 4, 5, 6, 7, 8, and 11",640745,20251,660996,2017,"Wellcare Health Plan of Florida"
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Security Health Plan","Counties: Adams, Ashland, Barron, Bayfield, Burnett, Chippewa, Clark, Douglas, Dunn, Eau Claire, Forest, Iron, Jackson, Juneau, Langlade, Lincoln, Marathon, Monroe, Oneida, Pepin, Portage, Price, Rusk, Sawyer, Shawano, Taylor, Trempealeau, Vilas, Washburn, Waupaca, Waushara, Wood",55596,75,55671,2017,"Security Health Plan"
Texas,,"STAR+PLUS (Comprehensive MCO + MLTSS)",Amerigroup,"Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, Travis SDA",58803,75023,133826,2017,"Amerigroup Texas, Inc"
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Program of All-Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Total Longterm Care - Innovage Greater Colorado PACE","Adams, Arapahoe, Broomfield, Denver and Jefferson Counties",112,2245,2357,2017,"Total Community Options, Inc."
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Independent Care (iCare)","Counties: Adams, Brown, Door, Fond du Lac, Grant, Green, Jackson, Juneau, Kenosha, Kewaunee, La Crosse, Manitowoc, Marinette, Milwaukee, Monroe, Oconto, Outagamie, Ozaukee, Racine, Sheboygan, Trempealeau, Vernon, Walworth, Washington,  Waukesha, Waupaca, Winnebago",13473,21,13494,2017,"Independent Care (iCare)"
"District of Columbia",,"Health Services for Children with Special Needs (Comprehensive MCO)","Health Services for Children with Special Needs",Statewide,5467,108,5575,2017,"Health Services for Children with Special Needs"
Kentucky,,"Kentucky Medicaid Managed Care (Comprehensive MCO)","Humana CareSource",Statewide,138646,4114,142760,2017,Humana
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Genesys PACE",Genessee,2,48,50,2017,"Ascension Health"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)",HealthNow,"Allegany, Cattaraugus, Chautauqua, Erie, Orleans, Wyoming counties",26754,0,26754,2017,HealthNow
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Children’s Community Health Plan","Counties: Brown, Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Sheboygan, Walworth,  Washington, Waukesha, Waupaca,  Winnebago",128889,73,128962,2017,"Children’s Community Health Plan"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Placer","Placer County",30274,833,31107,2017,"Anthem Insurance Companies, Inc."
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Marin","Marin County",34288,5294,39582,2017,"Partnership HealthPlan of California"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Meridian Health Plan of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne, Wexford",158006,0,158006,2017,"Meridian Health Plan of Michigan"
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Cenpatico Integrated Care","Cochise, Graham, Greenlee, LaPaz, Pima, Pinal, S Cruz, & Yuma Counties",8829,4519,13348,2017,"Centene Corporation/Banner University Family Care"
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Planning for Healthy Babies (Other Prepaid Health Plan (PHP) (limited benefits))","Amerigroup Community Care",Statewide,2376,0,2376,2017,Anthem
"New Jersey",,"FIDE SNP (Comprehensive MCO + MLTSS)","Amerivantage Dual Cooridination","Atlantic, Bergen, Burlington, Cumberland, Essex, Gloucester, Hudson, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Somerset and Union Counties",0,8667,8667,2017,Anthem
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/Riverside","Riverside County",36,77,113,2017,InnovAge
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Colorado Medicaid Community Behavioral Health Services Program (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Foothills Behavioral Health Partners","Boulder, Broomfield, Clear Creek, Gilpin and  Jefferson Counties",151312,10322,161634,2017,"Foothills Behavioral Health Partners"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","CenCal Health/Santa Barbara","Santa Barbara County",112431,12076,124507,2017,"CenCal Health"
Pennsylvania,,"HealthChoices - Physical Health (Comprehensive MCO)",Vista,"Southeast, Lehigh/Capital, Northwest, Northeast",691614,2337,693951,2017,Vista
"New Jersey",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Lutheran Senior LIFE of Jersey City","07002, 07030, 07047, 07086, 07087, 07093, 07094, 07302, 07304, 07305, 07306, 07307, 07310, 07311",13,115,128,2017,"Lutheran Social Ministers of NJ"
"Rhode Island",,"Rhody Health Partners (Comprehensive MCO)","UnitedHealthcare Community Health Plan of Rhode Island",Statewide,7497,0,7497,2017,UnitedHealthcare
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Senior Services Inc.","Barry, Branch, Calhoun, Kalamazoo",21,238,259,2017,"Senior Services Inc"
Illinois,,"Integrated Care Program (Comprehensive MCO + MLTSS)","Blue Cross Blue Shield of Illinois","Lake, Cook, DuPage, Kane, Will and Kankakee counties",14970,0,14970,2017,"Health Care Service Corporation"
"Puerto Rico",,"Government Health Plan (Comprehensive MCO)","First Medical Plan Inc.","North, San Juan, Children in foster care or receiving adoption assistance (statewide)",237399,18896,256295,2017,"First Medical Plan Inc."
Louisiana,,"Healthy Louisiana BHO (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","AmeriHealth Caritas",Statewide,2149,18804,20953,2017,"AmeriHealth Caritas"
Virginia,,"Medallion 3.0 (Comprehensive MCO)","Virginia Premier",Statewide,180318,0,180318,2017,"VCU Health System"
Massachusetts,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Serenity Care PACE Program","01002, 01027, 01350, 01001, 01002, 01007, 01008, 01010, 01011, 01012, 01013, 01026, 01027, 01028, 01032, 01033, 01034, 01035, 01036, 01038, 01040, 01050, 01056, 01057, 01060, 01069, 01070, 01071, 01073, 01075, 01077, 01081, 01082, 01085, 01089, 01095, 01096, 01098, 01101, 01106, 01151, 01243, 01521, 01009, 01030, 01039, 01053, 01054, 01059, 01062, 01066, 01072, 01079, 01080, 01084, 01088, 01093, 01097, 01301, 01330, 01337, 01338, 01339, 01340, 01341, 01342, 01344, 01346, 01351, 01354, 01355, 01360, 01364, 01367, 01370, 01375, 01378, 01379",58,316,374,2017,"Serenity Care PACE Program"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","InterCommunity Health Network","Benton, Lincoln, and Linn Counties",49556,2514,52070,2017,"InterCommunity Health Network"
Wisconsin,,"Program of All-inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Community Care, Inc.","Counties: Milwaukee and Waukesha",18,556,574,2017,"Community Care, Inc."
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Weber Mental Health","Weber and Morgan counties",24188,2685,26873,2017,"Weber Mental Health"
Oklahoma,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Cherokee Elder Care (CEC)","74464, 74441, 74423, 74960, 74427, 74465, 74403, 74457, 74451, 74352, 74434, 74401, 74471, 74364, 74347, 74402, 74444, 74368, 74964, 74446, 74452, 74359, 74965, 74439",13,145,158,2017,"Cherokee Elder Care (CEC)"
Texas,,"STAR (Comprehensive MCO)","Parkland Community Health Plan","Dallas SDA",165669,0,165669,2017,"Parkland HEALTH First"
"New York",,"Health and Recovery Plans (Comprehensive MCO)","Excellus Health Plan","Broome, Herkimer, Livingston, Monroe, Oneida, Ontario, Orleans, Otsego, Seneca, Wayne, Yates counties",5886,0,5886,2017,"Blue Cross Blue Shield"
Michigan,,"Managed Care Plan Division (Comprehensive MCO)","Total Health Care","Macomb, Oakland, Wayne",54528,326,54854,2017,"Total Health Care"
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Mercy LIFE West Philadelphia H-3908","Philadelphia county",21,441,462,2017,"Trinity Health Corp."
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))",HealthPlus,"New York City",437,4097,4534,2017,HealthPlus
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Tuolumne","Tuolumne County",4968,152,5120,2017,"Anthem Insurance Companies, Inc."
Colorado,"Colorado reported plan level enrollment as 30 for plans that had less than 30 beneficiaires. As a result, plan level enrollment for the Total Longterm Care - Pueblo DBA Innovage Greater Colorado PACE plan and the Volunteers of America (VOANS) PACE DBA Senior Community Care plan may be slightly inflated.","Accountable Care Collaborative: Rocky Mountain Health Plans Prime (Comprehensive MCO)","Accountable Care Collaborative: Rocky Mountain Health Plans Prime (ACC: RMHP)","Garfield, Gunnison, Mesa, Montrose, Pitkin, and Rio Blanco Counties",35576,3937,39513,2017,"Accountable Care Collaborative: Rocky Mountain Health Plans Prime (ACC: RMHP)"
Tennessee8,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated total enrollment in comprehensive MCOs is 1,409,266","TennCare II (Comprehensive MCO + MLTSS)","Magellan Health Services",Statewide,1261892,329,1262221,2017,"Magellan Health Services"
"New York",,"Medicaid Advantage (Comprehensive MCO)","United HealthCare","New York City & Nassau County",37,3358,3395,2017,"United HealthCare"
Alabama,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Mercy Life of Alabama","Mobile and Baldwin Counties",19,153,172,2017,"Trinity Health"
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Senior LIFE Lehigh H-5978","Lehigh, Northampton and Berks counties",22,291,313,2017,"Senior LIFE"
Louisiana,,"Coordinated System of Care (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",Magellan,Statewide,2447,0,2447,2017,Magellan
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)",UCare,Statewide,1349,2946,4295,2017,"UCare of Minnesota"
Virginia,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Riverside PACE McTavish","23112, 23113, 23114, 23120, 23124, 23129, 23139, 23140, 23141, 23146, 23173, 23181, 23221, 23224, 23225, 23226, 23227, 23228, 23231, 23232, 23234, 23235, 23236, 23237, 23238, 23240, 23241, 23249, 23260, 23261, 23269, 23273, 23274, 23276, 23278, 23279, 23282, 23284, 23285, 23286, 23289, 23290, 23291,23293, 23295, 22546, 23005, 23009, 23011, 23015, 23030, 23039, 23047, 23058, 23059, 23060, 23069, 23075, 23086, 23089, 23102, 23103, 23106, 23111, 23116, 23150, 23162, 23192, 23218, 23219, 23220, 23222, 23223, 23229, 23230, 23233, 23242, 23250, 23255, 23288, 23801, 23803, 23804, 23805, 23806,23830, 23831, 23832, 23833, 23834, 23836, 23838, 23840, 23841, 23842, 23850 ,23860, 23875, 23882, 23885",18,204,222,2017,"Riverside Health Systems"
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Carolina SeniorCare","Serving the following zip codes in Davidson, Davie, Iredell and Rowan Counties:  27012, 27107, 27127, 27239, 27262, 27265, 27284, 27292, 27295, 27299, 27360, 28127, 27013, 27054, 28023, 28071, 28081, 28083, 28088, 28125, 28137, 28138, 28144, 28146, 28147, 28159, 27006, 27028, 27013, 27020, 28115, 28117, 28166, 28625, 28634, 28636, 28660, 28677, 28689",164,43,207,2017,"Carolina SeniorCare"
Texas,,"STAR (Comprehensive MCO)",FirstCare,"Lubbock SDA, MRSA West",89948,0,89948,2017,FirstCare
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Mercy Care Plan","Maricopa & Pima Counties",353646,20173,373819,2017,"Dignity Health and Carondelet Health Network"
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Via Christi","Sedgwick County",265,0,265,2017,Ascension
Massachusetts,,"MassHealth BH/SUD PIHP (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Massachusetts Behavioral Health Partnership",Statewide,453270,0,453270,2017,"Beacon Health Options"
Utah,,"Choice of Health Care Delivery (Comprehensive MCO)",SelectHealth,"Box Elder, Cache, Davis, Iron, Morgan, Rich, Salt Lake, Summit, Tooele, Utah, Wasatch, Washington, and Weber counties",86440,8837,95277,2017,"SelectHealth Inc."
Florida,,"Long-term Care Program (MLTSS only (PIHP and/or PAHP))","Sunshine State Health Plan, Inc.","Regions 1, 3,4, 5, 6, 7, 8, 9, 10, and 11",3180,38309,41489,2017,Centene
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","CalOptima PACE/Orange","Orange County",90,124,214,2017,CalOptima
Maryland,,"Hopkins Elder Plus (Program of All-inclusive Care for the Elderly (PACE))","Hopkins Elder Plus","21052, 21202, 21205, 21206, 21213, 21214, 21217, 21218, 21219, 21220, 21221, 21222, 21224, 21227, 21231, 21237",5,97,102,2017,"John's Hopkins"
"New York",,"Medicaid Advantage Plus (Comprehensive MCO + MLTSS)","VNS Choice Plus","New York City & Nassau, Suffolk, Westchester counties",5,1472,1477,2017,"VNS Choice Plus"
Illinois,,"Integrated Care Program (Comprehensive MCO + MLTSS)","IlliniCare Health Plan","Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will, Kankakee, Rock Island, Mercer and Henry counties",24815,0,24815,2017,"Centene Corporation"
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Thome PACE","Hillsdale, Jackson, Lenawee.",3,59,62,2017,"80% ownership by United Methodist Retirement Communities; 20% ownership by Region 2 Area Agency of Aging"
Texas,,"STAR Kids (Comprehensive MCO + MLTSS)","BlueCross BlueShield","MRSA Central SDA, Travis SDA",7735,37,7772,2017,"BlueCross BlueShield"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)","MetroPlus Health Plan Special Needs","New York City",4248,0,4248,2017,"MetroPlus Health Plan Special Needs"
Minnesota,,"Minnesota Senior Care Plus (MSC+) (Comprehensive MCO + MLTSS)",HealthPartners,Statewide,281,1800,2081,2017,"HealthPartners, Inc."
Wisconsin,,"Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Care Wisconsin Health Plan, Inc. – Care Wisconsin","Counties: Columbia, Dane, Dodge, Jefferson, Ozaukee, Sauk, Waukesha",186,1351,1537,2017,"Care Wisconsin Health Plan, Inc. – Care Wisconsin"
"Puerto Rico",,"Government Health Plan (Comprehensive MCO)","MMM Multihealth, Inc.",Northeast,223035,18777,241812,2017,"MMM Multihealth, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Kings","Kings County",26225,886,27111,2017,"CalViva Health"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","LIBERTY Dental Plan/Sacramento","Sacramento County",155297,7184,162481,2017,"LIBERTY Dental Plan"
Hawaii5,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","UnitedHealth ABD",Statewide,5874,15402,21276,2017,"UnitedHealth Inc."
"New York",,"Medicaid Advantage Plus (Comprehensive MCO + MLTSS)",HealthFirst,"New York City & Nassau County",15,4559,4574,2017,HealthFirst
"New Mexico",,"Centennial Care (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan",Statewide,72861,17358,90219,2017,UnitedHealthcare
"New Jersey",,"Non-Emergency Medical Transportation (Non-Emergency Medical Transportation)",Logisticare,Statewide,1382433,173270,1555703,2017,"Providence Service Corp."
"South Carolina",,"South Carolina Managed Care Organizations (Comprehensive MCO)","Molina Healthcare of South Carolina",Statewide,110833,0,110833,2017,"Molina Healthcare"
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Georgia Families (Comprehensive MCO)","WellCare of Georgia",Statewide,426278,0,426278,2017,WellCare
Michigan,,"Managed Care Plan Division (Comprehensive MCO)","Meridian Health Plan of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne, Wexford.",510633,9736,520369,2017,"Meridian Health Plan of Michigan"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Greene County (Commonwealth)","Greene County",7967,1126,9093,2017,"Value Behavioral Health of PA"
Indiana,,"Healthy Indiana Plan (2.0) (Comprehensive MCO)",Anthem,Statewide,179297,1813,181110,2017,"Anthem Insurance Companies"
Michigan6,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","CMH Partnership of Southeast Michigan","Lenawee, Livingston, Monroe, Washtenaw",115528,0,115528,2017,"CMH Partnership of Southeast Michigan"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","UPCAP Care Services","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Houghton, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft",24,334,358,2017,"Area Agencies on Aging"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/Sacramento","Sacramento County",111026,5565,116591,2017,"Centene Corporation"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Carbon-Monroe-Pike Joinder Board","Carbon, Monroe and Pike counties",50999,4905,55904,2017,"Community Care Behavioral Health Organization"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sutter SeniorCare PACE/Sacramento","Sacramento County",21,253,274,2017,"Sutter Health"
Nebraska,,"Heritage Health (Comprehensive MCO)","Nebraska Total Care",Statewide,67629,14381,82010,2017,"Nebraska Total Care Inc."
"New York",,"Health and Recovery Plans (Comprehensive MCO)",MetroPlus,"New York City",9724,0,9724,2017,MetroPlus
Illinois,,"Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS)","NextLevel Health Partners","Cook County",50586,0,50586,2017,"NextLevel Health Partners"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Prestige Health Choice","Regions 2, 3, 5, 6, 7, 8, 9, and 11",310695,13626,324321,2017,"Prestige Health Choice"
Idaho,,"Idaho Smiles (Dental only (PAHP))","MCNA Dental",Statewide,265991,24472,290463,2017,"MCNA (Managed Care of North America, Inc.)"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","Total Health Care","Macomb, Oakland, Wayne",16187,0,16187,2017,"Total Health Care"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Contra Costa","Contra Costa County",27623,827,28450,2017,"Anthem Insurance Companies, Inc."
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Columbia Pacific","Clatsop, Columbia, and Tillamook Counties",22735,792,23527,2017,"Columbia Pacific"
"Rhode Island",,"Transportation Broker (Non-Emergency Medical Transportation)",LogistiCare,Statewide,278402,0,278402,2017,LogistiCare
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Independent Care Systems","New York City",1111,5445,6556,2017,"Independent Care Systems"
